id,is_public,priority,status,subject,description,type,assignee_id,requester_id,created_at,url
63,t,high,closed,Computed field performance issue on payments,"Hi,

Our computed field is causing performance issues:

Function definition:
```sql
CREATE FUNCTION compute_payments_stats(row payments)
RETURNS jsonb AS $$
  -- Complex calculation involving object relationship
  -- Current runtime: 10 seconds
$$ LANGUAGE sql STABLE;
```

Scale:
- Table size: 50M rows
- Requests: 1K/day
- Concurrent users: 500

How can we optimize this computed field?",,1454,16,2024-04-24 14:03:38.371485+00,https://hasura.zendesk.com/agent/tickets/63
64,t,normal,closed,Inconsistent remote schema responses from metadata API,"Hi support,

Getting inconsistent responses from our metadata remote schema:

Setup:
- Endpoint: sa-east-1
- Timeout: 10 minutes
- Retry config: 3 attempts

Error patterns:
```
unique violation intermittently
Success rate: ~80%
Response time varying: 10 minutes to 10 minutes
```

How can we make remote schema queries more reliable?",,8907,16,2024-06-05 18:36:32.714145+00,https://hasura.zendesk.com/agent/tickets/64
65,t,normal,open,Remote join failing between PostgreSQL 13 and remote schema,"Hi,

Remote joins aren't working between our database and remote schema:

Setup:
- Database: PostgreSQL 13
- Remote schema: API limits API
- Join field: date

Error:
```
insufficient privileges when executing remote join
Table: metrics
Remote field: user_data
```

What's the correct remote join configuration?",,7774,17,2024-05-27 22:33:00.251226+00,https://hasura.zendesk.com/agent/tickets/65
66,t,normal,open,Container health checks failing on Render.com,"Hi,

Our Hasura containers are failing health checks on Render.com:

Configuration:
```yaml
healthcheck:
  timeout: 5 minutes
  retries: 3
  interval: 30s
```

Environment:
- Version: v2.19.0
- Region: ap-southeast-1
- Database: MongoDB Atlas
- Connection pool: 20

Logs show null value violation before failing. What's the recommended health check configuration?",,7774,17,2024-09-10 07:01:31.53696+00,https://hasura.zendesk.com/agent/tickets/66
67,t,normal,open,Remote join failing between MS SQL Server 2022 and remote schema,"Hi,

Remote joins aren't working between our database and remote schema:

Setup:
- Database: MS SQL Server 2022
- Remote schema: aggregation queries API
- Join field: integer

Error:
```
unauthorized role when executing remote join
Table: organizations
Remote field: user_data
```

What's the correct remote join configuration?",,1454,17,2024-06-04 07:44:16.637205+00,https://hasura.zendesk.com/agent/tickets/67
68,t,normal,open,Action relationships not working with pricing_plans,"Hello,

We're having issues with relationships in our custom action:

Action type:
```graphql
type ActionResponse {
  id: Int!
  related_pricing_plans: [pricing_plans!]!
}
```

Error:
```
SQL execution failed when resolving relationship
Table: pricing_plans
Type: object relationship
```

How do we properly set up action relationships?",,1454,17,2024-09-21 20:47:53.054315+00,https://hasura.zendesk.com/agent/tickets/68
69,t,low,closed,SSL/TLS configuration failing on Kubernetes (self-hosted),"Hi,

We're trying to set up SSL for our Hasura instance on Kubernetes (self-hosted) but encountering issues:

Environment:
- Database: Amazon Aurora PostgreSQL
- Product: Hasura Cloud Pro
- Region: us-west-2

Error:
```
null value violation: SSL/TLS handshake failed
```

Our configuration:
```yaml
ssl:
  certificates:
    mode: verify-full
    root_cert: /path/to/cert
```

What's the correct SSL setup for this environment?",,7913,17,2024-09-15 18:52:33.135769+00,https://hasura.zendesk.com/agent/tickets/69
70,t,normal,closed,SSL/TLS configuration failing on bare metal,"Hi,

We're trying to set up SSL for our Hasura instance on bare metal but encountering issues:

Environment:
- Database: Supabase PostgreSQL
- Product: Hasura Cloud Enterprise
- Region: asia-northeast1

Error:
```
invalid claims: SSL/TLS handshake failed
```

Our configuration:
```yaml
ssl:
  certificates:
    mode: verify-full
    root_cert: /path/to/cert
```

What's the correct SSL setup for this environment?",,1454,17,2024-05-17 13:04:45.4518+00,https://hasura.zendesk.com/agent/tickets/70
71,t,high,closed,Complex permission policy failing on user_profiles,"Hello,

Our complex permission policy isn't working:

Policy:
```json
{
  ""role"": ""admin"",
  ""table"": ""user_profiles"",
  ""select"": {
    ""filter"": {
      ""_or"": [
        {""org_id"": ""X-Hasura-Org-Id""},
        {""public"": {""_eq"": true}},
        {""shared_with"": {""_contains"": ""X-Hasura-User-Id""}}
      ]
    }
  }
}
```

Error: rate limit exceeded

How can we implement this permission structure?",,7840,17,2024-08-30 08:54:00.052312+00,https://hasura.zendesk.com/agent/tickets/71
72,t,urgent,closed,Cron trigger failing for permissions updates,"Hi Hasura team,

Our cron trigger for updating permissions is failing:

Trigger configuration:
```yaml
name: update_permissions_status
schedule: ""*/15 * * * *""
payload:
  operation: ""bulk_update""
  table: ""permissions""
webhook: https://cron.asia-northeast1/update
```

Error:
```
network unreachable
Last run: 60 seconds ago
Affected rows: 1M rows
```

How can we make this cron job more reliable?",,7955,19,2024-07-15 13:31:21.181064+00,https://hasura.zendesk.com/agent/tickets/72
73,t,high,pending,Permission denied for project_admin on teams,"Hello,

Users with project_admin role cannot access the teams table despite having permissions configured:

```json
{
  ""role"": ""project_admin"",
  ""table"": ""teams"",
  ""select"": {
    ""columns"": ""*"",
    ""filter"": {
      ""organization_id"": ""X-Hasura-Org-Id""
    }
  }
}
```

Error:
```
constraint violation for role project_admin
```

What's missing in our permission config?",,7774,19,2024-07-13 07:51:55.334345+00,https://hasura.zendesk.com/agent/tickets/73
74,t,normal,closed,Action relationships not working with projects,"Hello,

We're having issues with relationships in our custom action:

Action type:
```graphql
type ActionResponse {
  id: Int!
  related_projects: [projects!]!
}
```

Error:
```
unauthorized role when resolving relationship
Table: projects
Type: many-to-one
```

How do we properly set up action relationships?",,8907,20,2024-05-31 02:34:38.084418+00,https://hasura.zendesk.com/agent/tickets/74
75,t,low,closed,Complex permission policy failing on discounts,"Hello,

Our complex permission policy isn't working:

Policy:
```json
{
  ""role"": ""editor"",
  ""table"": ""discounts"",
  ""select"": {
    ""filter"": {
      ""_or"": [
        {""org_id"": ""X-Hasura-Org-Id""},
        {""public"": {""_eq"": true}},
        {""shared_with"": {""_contains"": ""X-Hasura-User-Id""}}
      ]
    }
  }
}
```

Error: undefined function

How can we implement this permission structure?",,7913,20,2024-06-30 03:33:11.224928+00,https://hasura.zendesk.com/agent/tickets/75
76,t,low,closed,Remote schema requests failing after 30 seconds,"Hi,

Remote schema requests are timing out after 30 seconds:

Environment:
- Endpoint: us-east-1
- Load: 100/day
- Users: 50000

Error log:
```
constraint violation: upstream service timeout
Failed requests: 100/day
```

What's the recommended timeout configuration for remote schemas?",,6056,20,2024-05-25 14:22:51.545016+00,https://hasura.zendesk.com/agent/tickets/76
77,t,normal,closed,Custom action failing with check constraint violation,"Hi Hasura support,

Our custom action is failing with check constraint violation:

Action definition:
```graphql
type Mutation {
  process_customers(id: Int!): ProcessResult
}
```

Handler configuration:
```yaml
handler: https://actions.us-west-2/process
timeout: 5 minutes
retry_config:
  max_retries: 3
```

Current load:
- Requests: 100M/day
- Concurrent: 50000

How should we debug this action?",,6056,20,2024-07-16 21:22:06.937584+00,https://hasura.zendesk.com/agent/tickets/77
78,t,high,open,Cron trigger failing for departments updates,"Hi Hasura team,

Our cron trigger for updating departments is failing:

Trigger configuration:
```yaml
name: update_departments_status
schedule: ""*/15 * * * *""
payload:
  operation: ""bulk_update""
  table: ""departments""
webhook: https://cron.ap-southeast-1/update
```

Error:
```
foreign key violation
Last run: 10 seconds ago
Affected rows: 5M rows
```

How can we make this cron job more reliable?",incident,9554,21,2024-06-12 23:03:10.797808+00,https://hasura.zendesk.com/agent/tickets/78
79,t,normal,closed,Failed metadata migration for aggregation queries,"Hi,

Metadata migration failed while configuring aggregation queries:

Details:
- Source version: v2.21.0
- Target version: v2.21.0
- Database: CockroachDB

Error:
```
connection timeout during metadata apply
Failed object: aggregation queries
```

Migration logs attached. How can we safely complete this migration?",,7913,21,2024-05-27 10:34:10.908248+00,https://hasura.zendesk.com/agent/tickets/79
80,t,urgent,closed,Event trigger webhook timeout on OpenShift,"Hello,

Event trigger webhooks are timing out on OpenShift:

Setup:
- Table: user_settings
- Events: INSERT, UPDATE
- Concurrent events: 1000
- Timeout: 5 minutes

Error:
```
invalid claims: webhook response timeout
Pending events: 100K/day
```

What's the best way to handle high-volume event triggers?",,6056,21,2024-04-24 13:42:11.419134+00,https://hasura.zendesk.com/agent/tickets/80
81,t,high,open,Database connection drops after 60 seconds,"Hello,

Our database connection keeps dropping after approximately 60 seconds of operation. Setup:

- Database: MongoDB Atlas
- Connection pool size: 500
- Concurrent users: 1000
- Request volume: 100K/day

Error log shows:
```
rate limit exceeded after 60 seconds
```

How can we maintain stable connections?",,8907,21,2024-06-21 03:46:39.967275+00,https://hasura.zendesk.com/agent/tickets/81
82,t,high,open,Computed field errors with many-to-one relationship,"Hello support,

Computed field failing when accessing related data:

Schema:
```graphql
type users {
  id: Int!
  computed_field: JSON
  related_users: [users]
}
```

Error:
```
column access denied when computing field
Relationship type: many-to-one
```

How should we structure computed fields with relationships?",,7774,21,2024-10-17 00:05:38.412314+00,https://hasura.zendesk.com/agent/tickets/82
83,t,low,closed,High memory usage with one-to-one relationship,"Hello,

Our one-to-one relationship between tables is causing high memory usage:

Setup:
- Parent table: audit_logs (1M rows)
- Child table: audit_logs (1M rows)
- Request volume: 1K/day

Memory usage spikes when querying:
```graphql
query {
  parent {
    child {
      grandchild {
        # deep nesting
      }
    }
  }
}
```

How can we optimize this relationship query?",,1454,22,2024-09-13 07:21:20.292762+00,https://hasura.zendesk.com/agent/tickets/83
84,t,high,closed,Performance issues with remote joins on users,"Hello team,

Remote joins are causing performance issues:

Query:
```graphql
query {
  users {
    local_field
    remote_data {
      nested_field
    }
  }
}
```

Metrics:
- Response time: 5 minutes
- Requests: 10K/day
- Error rate: insufficient privileges

How can we optimize remote join performance?",,8315,22,2024-05-22 20:22:47.174892+00,https://hasura.zendesk.com/agent/tickets/84
85,t,normal,closed,Query performance degradation on discounts,"Hi Hasura team,

We're seeing significant performance issues with queries on discounts:

Details:
- Table size: 100K rows
- Concurrent users: 1000
- Query complexity: 500
- Response time: > 5 minutes

Query pattern:
```graphql
query {
  $discounts(
    where: { status: { _eq: ""active"" } }
    order_by: { created_at: desc }
  ) {
    id
    # nested fields
  }
}
```

How can we optimize this query?",,7913,22,2024-10-16 01:06:43.418542+00,https://hasura.zendesk.com/agent/tickets/85
86,t,urgent,open,JWT token validation failing for project_admin role,"Support needed,

JWT validation is failing for our project_admin role. Setup:

- Auth provider: Custom JWT
- Algorithm: HS384
- Product: Hasura Cloud Pro

Error:
```
connection timeout: invalid claims for role project_admin
```

JWT payload structure:
```json
{
  ""sub"": ""user123"",
  ""role"": ""project_admin"",
  ""https://hasura.io/jwt/claims"": {
    ""x-hasura-allowed-roles"": [""project_admin""],
    ""x-hasura-default-role"": ""project_admin""
  }
}
```

What's wrong with our JWT configuration?",,7774,22,2024-09-03 12:03:38.108151+00,https://hasura.zendesk.com/agent/tickets/86
87,t,low,pending,Error tracking tables after PostgreSQL 14 migration,"Support team,

After migrating our PostgreSQL 14 to a new instance, we're getting errors tracking tables:

```
version mismatch when tracking departments
Table size: 50M rows
```

Migration details:
- Source: PostgreSQL 14 on Azure VM
- Target: New PostgreSQL 14 instance
- Product version: v2.22.0

How can we resolve these tracking issues?",,8907,22,2024-08-13 23:27:47.602672+00,https://hasura.zendesk.com/agent/tickets/87
